Source,Target,Edge_Type,Distance(m)
0,1,sun_to_pitchPt,500
0,2,sun_to_panel,512.770586
0,3,sun_to_panel,507.702736
0,4,sun_to_panel,499.201751
0,5,sun_to_panel,491.146448
0,6,sun_to_panel,482.13057
0,7,sun_to_panel,472.710597
0,8,sun_to_panel,463.54501
0,9,sun_to_panel,455.233418
0,10,sun_to_panel,448.257539
0,11,sun_to_panel,442.757307
0,12,sun_to_panel,437.807514
0,13,sun_to_panel,433.712384
0,14,sun_to_panel,430.170599
0,15,sun_to_panel,425.87657
0,16,sun_to_panel,421.272935
0,17,sun_to_panel,417.106389
0,18,sun_to_panel,414.815356
0,19,sun_to_panel,415.434014
0,20,sun_to_panel,418.353637
0,21,sun_to_panel,422.196801
0,22,sun_to_panel,425.964263
0,23,sun_to_panel,428.972928
0,24,sun_to_panel,432.58806
0,25,sun_to_panel,437.629804
0,26,sun_to_panel,442.112756
0,27,sun_to_panel,450.001694
0,28,sun_to_panel,460.15447
0,29,sun_to_panel,471.610798
0,30,sun_to_panel,482.795206
0,31,sun_to_panel,492.291194
0,32,sun_to_panel,499.390688
0,33,sun_to_panel,504.353232
0,34,sun_to_panel,508.245614
0,35,sun_to_panel,511.7552
0,36,sun_to_panel,515.203625
0,37,sun_to_panel,518.813005
0,38,sun_to_panel,522.180896
0,39,sun_to_panel,524.769915
0,40,sun_to_panel,523.061232
0,41,sun_to_panel,522.807403
0,42,sun_to_panel,523.696002
0,43,sun_to_panel,520.791977
0,44,sun_to_panel,517.125705
0,45,sun_to_panel,509.567518
0,46,sun_to_panel,500.430332
0,47,sun_to_panel,492.785943
0,48,sun_to_panel,483.946132
0,49,sun_to_panel,474.393821
0,50,sun_to_panel,464.762153
0,51,sun_to_panel,455.690396
0,52,sun_to_panel,447.792036
0,53,sun_to_panel,441.507168
0,54,sun_to_panel,436.636137
0,55,sun_to_panel,432.439798
0,56,sun_to_panel,428.309879
0,57,sun_to_panel,424.148766
0,58,sun_to_panel,419.806754
0,59,sun_to_panel,415.572137
0,60,sun_to_panel,412.582037
0,61,sun_to_panel,412.090747
0,62,sun_to_panel,414.238051
0,63,sun_to_panel,417.921217
0,64,sun_to_panel,421.892658
0,65,sun_to_panel,425.635376
0,66,sun_to_panel,429.290059
0,67,sun_to_panel,433.094649
0,68,sun_to_panel,436.875184
0,69,sun_to_panel,443.722505
0,70,sun_to_panel,453.078758
0,71,sun_to_panel,464.443862
0,72,sun_to_panel,476.555704
0,73,sun_to_panel,487.672171
0,74,sun_to_panel,496.506871
0,75,sun_to_panel,502.704385
0,76,sun_to_panel,507.061745
0,77,sun_to_panel,510.673427
0,78,sun_to_panel,514.261273
0,79,sun_to_panel,517.873116
0,80,sun_to_panel,521.295228
0,81,sun_to_panel,524.086105
0,82,sun_to_panel,520.745115
0,83,sun_to_panel,521.129488
0,84,sun_to_panel,524.358777
0,85,sun_to_panel,521.782518
0,86,sun_to_panel,518.353495
0,87,sun_to_panel,514.313413
0,88,sun_to_panel,510.78761
0,89,sun_to_panel,502.205494
0,90,sun_to_panel,494.858237
0,91,sun_to_panel,486.062732
0,92,sun_to_panel,476.234454
0,93,sun_to_panel,465.940452
0,94,sun_to_panel,455.854905
0,95,sun_to_panel,446.695658
0,96,sun_to_panel,439.157242
0,97,sun_to_panel,433.471921
0,98,sun_to_panel,428.948178
0,99,sun_to_panel,424.66908
0,100,sun_to_panel,420.354054
0,101,sun_to_panel,415.949384
0,102,sun_to_panel,411.484772
0,103,sun_to_panel,407.72816
0,104,sun_to_panel,406.035307
0,105,sun_to_panel,407.255935
0,106,sun_to_panel,410.721809
0,107,sun_to_panel,415.069824
0,108,sun_to_panel,419.295742
0,109,sun_to_panel,423.264599
0,110,sun_to_panel,427.185045
0,111,sun_to_panel,431.461067
0,112,sun_to_panel,436.551115
0,113,sun_to_panel,445.033098
0,114,sun_to_panel,456.347461
0,115,sun_to_panel,468.799065
0,116,sun_to_panel,481.617492
0,117,sun_to_panel,492.683899
0,118,sun_to_panel,500.846469
0,119,sun_to_panel,506.306252
0,120,sun_to_panel,510.291629
0,121,sun_to_panel,513.942842
0,122,sun_to_panel,517.587456
0,123,sun_to_panel,520.996978
0,124,sun_to_panel,523.786473
0,125,sun_to_panel,520.796858
0,126,sun_to_panel,521.458879
0,127,sun_to_panel,520.671508
0,128,sun_to_panel,522.50259
0,129,sun_to_panel,519.241034
0,130,sun_to_panel,515.294225
0,131,sun_to_panel,506.869011
0,132,sun_to_panel,497.270332
0,133,sun_to_panel,488.722073
0,134,sun_to_panel,478.855657
0,135,sun_to_panel,468.173146
0,136,sun_to_panel,457.301153
0,137,sun_to_panel,446.971666
0,138,sun_to_panel,438.018879
0,139,sun_to_panel,431.105459
0,140,sun_to_panel,425.956543
0,141,sun_to_panel,421.526137
0,142,sun_to_panel,417.041707
0,143,sun_to_panel,412.525273
0,144,sun_to_panel,407.943206
0,145,sun_to_panel,403.65635
0,146,sun_to_panel,400.877359
0,147,sun_to_panel,400.865993
0,148,sun_to_panel,403.688301
0,149,sun_to_panel,408.11156
0,150,sun_to_panel,412.80506
0,151,sun_to_panel,417.192738
0,152,sun_to_panel,421.362736
0,153,sun_to_panel,425.568253
0,154,sun_to_panel,430.63122
0,155,sun_to_panel,437.45092
0,156,sun_to_panel,447.748273
0,157,sun_to_panel,460.447364
0,158,sun_to_panel,474.347106
0,159,sun_to_panel,487.471555
0,160,sun_to_panel,497.998403
0,161,sun_to_panel,505.158632
0,162,sun_to_panel,509.916111
0,163,sun_to_panel,513.726609
0,164,sun_to_panel,517.458145
0,165,sun_to_panel,520.976349
0,166,sun_to_panel,523.863387
0,167,sun_to_panel,525.731993
0,168,sun_to_panel,522.064871
0,169,sun_to_panel,521.548252
0,170,sun_to_panel,523.450864
0,171,sun_to_panel,520.381416
0,172,sun_to_panel,516.542586
0,173,sun_to_panel,512.129368
0,174,sun_to_panel,510.484972
0,175,sun_to_panel,499.886212
0,176,sun_to_panel,491.766317
0,177,sun_to_panel,482.070932
0,178,sun_to_panel,471.243882
0,179,sun_to_panel,459.85309
0,180,sun_to_panel,448.574923
0,181,sun_to_panel,438.265665
0,182,sun_to_panel,429.820039
0,183,sun_to_panel,423.62689
0,184,sun_to_panel,418.812449
0,185,sun_to_panel,414.219185
0,186,sun_to_panel,409.548004
0,187,sun_to_panel,404.853264
0,188,sun_to_panel,400.252949
0,189,sun_to_panel,396.599489
0,190,sun_to_panel,395.277311
0,191,sun_to_panel,397.054644
0,192,sun_to_panel,401.159136
0,193,sun_to_panel,406.160789
0,194,sun_to_panel,411.01099
0,195,sun_to_panel,415.527046
0,196,sun_to_panel,419.890788
0,197,sun_to_panel,424.595827
0,198,sun_to_panel,430.455316
0,199,sun_to_panel,439.746513
0,200,sun_to_panel,451.915848
0,201,sun_to_panel,466.177297
0,202,sun_to_panel,480.885841
0,203,sun_to_panel,493.80992
0,204,sun_to_panel,503.281006
0,205,sun_to_panel,509.362579
0,206,sun_to_panel,513.602282
0,207,sun_to_panel,517.427291
0,208,sun_to_panel,521.119998
0,209,sun_to_panel,524.228456
0,210,sun_to_panel,526.274224
0,211,sun_to_panel,522.989396
0,212,sun_to_panel,522.70317
0,213,sun_to_panel,521.113385
0,214,sun_to_panel,521.772662
0,215,sun_to_panel,518.070229
0,216,sun_to_panel,513.723157
0,217,sun_to_panel,502.586668
0,218,sun_to_panel,495.06028
0,219,sun_to_panel,485.721873
0,220,sun_to_panel,474.965692
0,221,sun_to_panel,463.305929
0,222,sun_to_panel,451.355369
0,223,sun_to_panel,439.888596
0,224,sun_to_panel,429.887161
0,225,sun_to_panel,422.206117
0,226,sun_to_panel,416.616926
0,227,sun_to_panel,411.863302
0,228,sun_to_panel,407.030608
0,229,sun_to_panel,402.192766
0,230,sun_to_panel,397.400103
0,231,sun_to_panel,393.104424
0,232,sun_to_panel,390.587879
0,233,sun_to_panel,391.041183
0,234,sun_to_panel,394.414406
0,235,sun_to_panel,399.4156
0,236,sun_to_panel,404.687735
0,237,sun_to_panel,409.62138
0,238,sun_to_panel,414.267432
0,239,sun_to_panel,418.906297
0,240,sun_to_panel,424.488347
0,241,sun_to_panel,432.239333
0,242,sun_to_panel,443.522258
0,243,sun_to_panel,457.53288
0,244,sun_to_panel,473.125376
0,245,sun_to_panel,488.131238
0,246,sun_to_panel,500.255128
0,247,sun_to_panel,505.239608
0,248,sun_to_panel,510.040514
0,249,sun_to_panel,517.488565
0,250,sun_to_panel,521.350841
0,251,sun_to_panel,524.762935
0,252,sun_to_panel,527.122926
0,253,sun_to_panel,524.256519
0,254,sun_to_panel,524.157366
0,255,sun_to_panel,522.775808
0,256,sun_to_panel,520.267874
0,257,sun_to_panel,516.861875
0,258,sun_to_panel,515.61679
0,259,sun_to_panel,508.111948
0,260,sun_to_panel,505.258603
0,261,sun_to_panel,498.486292
0,262,sun_to_panel,489.673834
0,263,sun_to_panel,479.179971
0,264,sun_to_panel,467.471927
0,265,sun_to_panel,455.113786
0,266,sun_to_panel,442.771308
0,267,sun_to_panel,431.3848
0,268,sun_to_panel,421.992601
0,269,sun_to_panel,415.149921
0,270,sun_to_panel,409.924411
0,271,sun_to_panel,404.98119
0,272,sun_to_panel,399.967614
0,273,sun_to_panel,395.003721
0,274,sun_to_panel,390.288522
0,275,sun_to_panel,386.772711
0,276,sun_to_panel,385.827523
0,277,sun_to_panel,388.088247
0,278,sun_to_panel,392.701801
0,279,sun_to_panel,398.225218
0,280,sun_to_panel,403.596014
0,281,sun_to_panel,408.600367
0,282,sun_to_panel,413.407439
0,283,sun_to_panel,418.598805
0,284,sun_to_panel,425.507777
0,285,sun_to_panel,435.490647
0,286,sun_to_panel,448.806815
0,287,sun_to_panel,464.5467
0,288,sun_to_panel,481.045994
0,289,sun_to_panel,493.771582
0,290,sun_to_panel,503.869867
0,291,sun_to_panel,510.044764
0,292,sun_to_panel,514.32522
0,293,sun_to_panel,518.222866
0,294,sun_to_panel,525.366417
0,295,sun_to_panel,528.168036
0,296,sun_to_panel,529.494705
0,297,sun_to_panel,525.939245
0,298,sun_to_panel,524.740266
0,299,sun_to_panel,522.394651
0,300,sun_to_panel,519.111305
0,301,sun_to_panel,515.076895
0,302,sun_to_panel,510.437368
0,303,sun_to_panel,501.939765
0,304,sun_to_panel,493.811126
0,305,sun_to_panel,483.752541
0,306,sun_to_panel,472.192615
0,307,sun_to_panel,459.654165
0,308,sun_to_panel,446.733857
0,309,sun_to_panel,434.224643
0,310,sun_to_panel,423.210631
0,311,sun_to_panel,414.687627
0,312,sun_to_panel,408.534404
0,313,sun_to_panel,403.381274
0,314,sun_to_panel,398.191532
0,315,sun_to_panel,393.03884
0,316,sun_to_panel,388.041724
0,317,sun_to_panel,383.750273
0,318,sun_to_panel,381.499437
0,319,sun_to_panel,382.377061
0,320,sun_to_panel,386.206252
0,321,sun_to_panel,391.673605
0,322,sun_to_panel,397.426404
0,323,sun_to_panel,402.83895
0,324,sun_to_panel,407.938354
0,325,sun_to_panel,413.041791
0,326,sun_to_panel,419.208932
0,327,sun_to_panel,427.910865
0,328,sun_to_panel,439.963339
0,329,sun_to_panel,454.945488
0,330,sun_to_panel,471.732954
0,331,sun_to_panel,488.079438
0,332,sun_to_panel,501.204297
0,333,sun_to_panel,509.580709
0,334,sun_to_panel,514.745129
0,335,sun_to_panel,518.838803
0,336,sun_to_panel,522.642947
0,337,sun_to_panel,529.282554
0,338,sun_to_panel,531.121893
0,339,sun_to_panel,528.052335
0,340,sun_to_panel,527.027667
0,341,sun_to_panel,524.830015
0,342,sun_to_panel,521.667577
0,343,sun_to_panel,517.721846
0,344,sun_to_panel,513.126105
0,345,sun_to_panel,507.977088
0,346,sun_to_panel,505.33801
0,347,sun_to_panel,498.032248
0,348,sun_to_panel,488.569603
0,349,sun_to_panel,477.334672
0,350,sun_to_panel,464.815739
0,351,sun_to_panel,451.572059
0,352,sun_to_panel,438.254362
0,353,sun_to_panel,425.858266
0,354,sun_to_panel,415.522686
0,355,sun_to_panel,407.938954
0,356,sun_to_panel,402.205469
0,357,sun_to_panel,396.873647
0,358,sun_to_panel,391.509045
0,359,sun_to_panel,386.270216
0,360,sun_to_panel,381.433725
0,361,sun_to_panel,378.044933
0,362,sun_to_panel,377.444966
0,363,sun_to_panel,380.121862
0,364,sun_to_panel,385.155992
0,365,sun_to_panel,391.116004
0,366,sun_to_panel,396.941581
0,367,sun_to_panel,402.40012
0,368,sun_to_panel,407.659089
0,369,sun_to_panel,413.386023
0,370,sun_to_panel,421.00865
0,371,sun_to_panel,431.864444
0,372,sun_to_panel,446.106893
0,373,sun_to_panel,462.975302
0,374,sun_to_panel,480.829333
0,375,sun_to_panel,496.79593
0,376,sun_to_panel,508.187953
0,377,sun_to_panel,514.978325
0,378,sun_to_panel,519.513207
0,379,sun_to_panel,523.577698
0,380,sun_to_panel,527.12657
0,381,sun_to_panel,532.865498
0,382,sun_to_panel,533.494024
0,383,sun_to_panel,529.658544
0,384,sun_to_panel,527.592801
0,385,sun_to_panel,524.53896
0,386,sun_to_panel,520.683734
0,387,sun_to_panel,516.154821
0,388,sun_to_panel,511.031252
0,389,sun_to_panel,502.244598
0,390,sun_to_panel,493.532369
0,391,sun_to_panel,482.785685
0,392,sun_to_panel,470.466173
0,393,sun_to_panel,457.10481
0,394,sun_to_panel,443.283573
0,395,sun_to_panel,429.802772
0,396,sun_to_panel,417.822091
0,397,sun_to_panel,408.428717
0,398,sun_to_panel,401.620908
0,399,sun_to_panel,396.001246
0,400,sun_to_panel,390.431124
0,401,sun_to_panel,384.945227
0,402,sun_to_panel,379.723327
0,403,sun_to_panel,375.40924
0,404,sun_to_panel,373.384158
0,405,sun_to_panel,374.631051
0,406,sun_to_panel,378.847201
0,407,sun_to_panel,384.711781
0,408,sun_to_panel,390.887691
0,409,sun_to_panel,396.742623
