Source,Target,Edge_Type,Distance(m)
0,1,sun_to_pitchPt,500
0,2,sun_to_panel,546.094398
0,3,sun_to_panel,543.546961
0,4,sun_to_panel,536.904238
0,5,sun_to_panel,531.109606
0,6,sun_to_panel,523.916999
0,7,sun_to_panel,515.655883
0,8,sun_to_panel,506.816113
0,9,sun_to_panel,498.046349
0,10,sun_to_panel,490.050419
0,11,sun_to_panel,483.199224
0,12,sun_to_panel,477.127074
0,13,sun_to_panel,471.361389
0,14,sun_to_panel,465.615725
0,15,sun_to_panel,458.896907
0,16,sun_to_panel,450.570529
0,17,sun_to_panel,441.167231
0,18,sun_to_panel,432.568709
0,19,sun_to_panel,426.605876
0,20,sun_to_panel,423.53297
0,21,sun_to_panel,422.665918
0,22,sun_to_panel,423.102377
0,23,sun_to_panel,423.495693
0,24,sun_to_panel,425.015304
0,25,sun_to_panel,429.666198
0,26,sun_to_panel,428.691751
0,27,sun_to_panel,434.483329
0,28,sun_to_panel,443.133606
0,29,sun_to_panel,454.459021
0,30,sun_to_panel,467.145335
0,31,sun_to_panel,479.035207
0,32,sun_to_panel,488.61519
0,33,sun_to_panel,495.80017
0,34,sun_to_panel,501.669512
0,35,sun_to_panel,507.150333
0,36,sun_to_panel,512.814509
0,37,sun_to_panel,519.119218
0,38,sun_to_panel,525.889002
0,39,sun_to_panel,532.569406
0,40,sun_to_panel,535.551833
0,41,sun_to_panel,540.022707
0,42,sun_to_panel,545.711149
0,43,sun_to_panel,547.152506
0,44,sun_to_panel,547.227146
0,45,sun_to_panel,545.233255
0,46,sun_to_panel,537.818101
0,47,sun_to_panel,532.641685
0,48,sun_to_panel,525.979132
0,49,sun_to_panel,518.095922
0,50,sun_to_panel,509.42955
0,51,sun_to_panel,500.546831
0,52,sun_to_panel,492.158953
0,53,sun_to_panel,484.876907
0,54,sun_to_panel,478.651273
0,55,sun_to_panel,472.869902
0,56,sun_to_panel,467.061553
0,57,sun_to_panel,460.967561
0,58,sun_to_panel,453.679095
0,59,sun_to_panel,444.878917
0,60,sun_to_panel,435.927806
0,61,sun_to_panel,428.841554
0,62,sun_to_panel,424.48054
0,63,sun_to_panel,422.606395
0,64,sun_to_panel,422.435102
0,65,sun_to_panel,423.228342
0,66,sun_to_panel,424.572993
0,67,sun_to_panel,426.320408
0,68,sun_to_panel,424.982606
0,69,sun_to_panel,429.603635
0,70,sun_to_panel,436.996321
0,71,sun_to_panel,447.344365
0,72,sun_to_panel,459.985601
0,73,sun_to_panel,472.979179
0,74,sun_to_panel,484.222833
0,75,sun_to_panel,492.758594
0,76,sun_to_panel,499.248209
0,77,sun_to_panel,504.863121
0,78,sun_to_panel,510.525003
0,79,sun_to_panel,516.61035
