Month,Day,Hour,DryBulb,DNI,DHI,Solar Altitude,Solar Azimuth
10,27,12,19.2,789,119,39.42797943,184.3287346
10,27,13,19.3,782,117,36.63325678,202.5835849
10,27,14,20.5,746,111,30.55346599,218.5794274
10,27,15,20,672,98,22.09099941,231.9069532
10,27,16,19.8,531,74,12.05843369,243.0499097
10,27,17,18.3,219,36,1.043994801,252.7395721
10,27,18,16.6,0,6,-10.54456024,261.6947314
10,29,8,7.5,332,51,16.40395461,122.2432953
10,29,9,11,444,85,25.73064892,134.280597
10,29,10,11.8,517,106,33.1317135,148.7372462
10,29,11,13.6,543,121,37.73531591,165.7518885
10,29,12,14.8,549,131,38.75736774,184.3050126
10,29,13,15.1,371,159,35.98932821,202.3513657
10,29,14,15.3,201,184,29.96425102,218.2095219
10,29,15,14.7,239,140,21.56175012,231.4644337
10,29,16,14.6,298,77,11.5811149,242.5700275
10,29,17,13.2,167,34,0.605697423,252.2336028
10,29,18,12.5,0,5,-10.95827812,261.1595102
10,31,8,3.6,438,52,15.93444033,122.7224616
10,31,9,8.2,631,86,25.20242628,134.7135764
10,31,10,9,743,104,32.54041793,149.077616
10,31,11,11.8,797,116,37.09406998,165.9291025
10,31,12,11.9,820,120,38.10187282,184.2662201
10,31,13,11.8,815,118,35.36266516,202.1130385
10,31,14,12.8,776,111,29.39303747,217.8392448
10,31,15,12.6,699,96,21.05079749,231.0241011
10,31,16,12.7,549,72,11.12245664,242.0931651
10,31,17,10.9,224,33,0.186639292,251.7306655
10,31,18,9.5,0,5,-11.35193165,260.6267898
11,1,8,12.7,6,38,15.93444033,122.7224616
11,1,9,13.2,9,83,25.20242628,134.7135764
11,1,10,13.2,9,120,32.54041793,149.077616
11,1,11,13.6,15,163,37.09406998,165.9291025
11,1,12,14.1,15,175,38.10187282,184.2662201
11,1,13,14.3,8,144,35.36266516,202.1130385
11,1,14,14.4,3,116,29.39303747,217.8392448
11,1,15,13.9,5,89,21.05079749,231.0241011
11,1,16,13.3,4,49,11.12245664,242.0931651
11,1,17,12.2,0,14,0.186639292,251.7306655
11,1,18,11.9,0,2,-11.35193165,260.6267898
11,3,8,9.2,352,50,15.46593618,123.178645
11,3,9,10.1,564,87,24.67778729,135.1213244
11,3,10,10.3,680,113,31.9565983,149.3919608
11,3,11,11.8,725,129,36.46494844,166.0835889
11,3,12,12.1,761,130,37.46241993,184.2127617
11,3,13,12.2,780,121,34.75413126,201.8688511
11,3,14,13,752,110,28.84064998,217.4688365
11,3,15,12.6,664,96,20.55891576,230.58631
11,3,16,12.8,505,71,10.68316887,241.6198247
11,3,17,10.9,202,31,-0.212535899,251.2314173
11,3,18,10.2,0,4,-11.72493312,260.0974007
11,5,8,3,427,49,14.99930665,123.611428
11,5,9,4.5,628,85,24.15772588,135.5037008
11,5,10,4.6,747,104,31.38130804,149.6804963
11,5,11,6.2,806,115,35.84896165,166.2158189
11,5,12,6.9,828,119,36.83992355,184.145073
11,5,13,7,820,117,34.16457171,201.6190957
11,5,14,8,779,109,28.30788572,217.0985854
11,5,15,7.8,692,95,20.08684344,230.1514608
11,5,16,7.8,528,70,10.26391837,241.1505523
11,5,17,6.3,211,30,-0.591234969,250.7365602
11,5,18,6.1,0,3,-12.07675303,259.5722242
11,7,8,5.8,205,42,14.53544351,124.0204409
11,7,9,7.6,378,92,23.64325187,135.860616
11,7,10,8.5,496,117,30.81560325,149.9434798
11,7,11,9.4,526,152,35.24711289,166.3262895
11,7,12,9.5,532,168,36.23528543,184.0636174
11,7,13,9.2,612,138,33.59481185,201.3641056
11,7,14,9.6,665,117,27.79551331,216.7288254
11,7,15,9.1,619,99,19.63528247,229.7199969
11,7,16,9,487,71,9.865328011,240.6859354
11,7,17,7.8,199,29,-0.948915928,250.2468385
11,7,18,7.4,0,3,-12.40692097,259.0521882
11,9,8,7.1,18,17,14.07526162,124.4053605
11,9,9,8.9,15,62,23.13538681,136.192028
11,9,10,9.4,168,118,30.26053914,150.181205
11,9,11,12.4,444,132,34.66039569,166.4155202
11,9,12,13.1,608,133,35.6493925,183.9688834
11,9,13,13.2,616,136,33.04565574,201.1042522
11,9,14,14.4,576,129,27.30427192,216.3599328
11,9,15,14.1,551,104,19.20489754,229.2924023
11,9,16,13.9,450,65,9.487976251,240.2265999
11,9,17,12.5,180,26,-1.285088413,249.7630346
11,9,18,11.7,0,2,-12.71502592,258.5382624
11,11,8,9.4,72,57,13.61969463,124.7659088
11,11,9,11.6,157,117,22.63515964,136.4979396
11,11,10,12.6,279,164,29.71716637,150.3939995
11,11,11,15.6,284,198,34.0897911,166.4840496
11,11,12,16.5,222,213,35.08311488,183.8613812
11,11,13,16.4,225,195,32.51788463,200.8399408
11,11,14,17.5,230,166,26.83487024,215.9923226
11,11,15,17.2,190,130,18.79631548,228.8691982
11,11,16,17.5,108,73,9.132396719,239.7732064
11,11,17,16.5,23,24,-1.599313868,249.2859651
11,11,18,16.5,0,2,-13.00071635,258.0314526
11,13,8,11.4,49,28,13.16969054,125.101851
11,13,9,12.2,74,59,22.14360245,136.778395
11,13,10,12.1,83,90,29.18652751,150.5822198
11,13,11,12.8,73,112,33.53626496,166.5324324
11,13,12,12.6,53,115,34.53730376,183.7416402
11,13,13,12.5,63,113,32.01225556,200.5716082
11,13,14,12.5,52,92,26.3879856,215.6264453
11,13,15,12,41,69,18.4101247,228.4509398
11,13,16,12.2,46,43,8.799077995,239.3264468
11,13,17,11.1,12,11,-1.891205494,248.8164764
11,13,18,11,0,1,-13.2636999,257.5327949
11,15,8,5.1,47,54,12.72620738,125.4129941
11,15,9,7.5,138,128,21.66174624,137.0334769
11,15,10,7.4,202,192,28.66965346,150.7462484
11,15,11,10.7,284,224,33.00076524,166.5612364
11,15,12,11.3,340,233,34.01278932,183.6102059
11,15,13,11.2,280,237,31.52949976,200.2997184
11,15,14,12.4,234,214,25.96426297,215.2627836
11,15,15,12.3,170,162,18.04687469,228.0382122
11,15,16,12.2,75,95,8.488463499,238.8870404
11,15,17,10.4,27,29,-2.160427976,248.3554397
11,15,18,9.9,0,1,-13.50374272,257.0433496
11,17,8,2.2,73,56,12.29020873,125.6991851
11,17,9,4.2,217,127,21.19061674,137.2633035
11,17,10,4.2,354,173,28.16756004,150.8864905
11,17,11,7.2,461,191,32.48421932,166.5710397
11,17,12,8.1,511,196,33.51037863,183.4676372
11,17,13,8.2,487,199,31.07032118,200.0247596
11,17,14,9.8,432,184,25.56431402,214.9018484
11,17,15,10,409,138,17.70707554,227.6316274
11,17,16,10,296,82,8.200951497,238.4557294
11,17,17,7.7,91,29,-2.406697005,247.9037461
11,17,18,7.7,0,1,-13.72066856,256.5641947
11,19,8,0.4,235,38,11.86265946,125.9603092
11,19,9,1.9,560,75,20.73123033,137.4680257
11,19,10,2,697,96,27.68124455,151.0033705
11,19,11,4.5,764,107,31.98753134,166.5624281
11,19,12,5.8,788,112,33.03085353,183.3145036
11,19,13,5.9,778,110,30.63539495,199.7472411
11,19,14,7.1,733,103,25.18871618,214.5441754
11,19,15,6.8,635,88,17.39119758,227.2318202
11,19,16,6.8,455,60,7.936895209,238.0332751
11,19,17,5.2,171,22,-2.629778624,247.4623014
11,19,18,4.5,0,1,-13.91435748,256.096419
11,21,8,9.7,122,28,11.44452143,126.1962889
11,21,9,11.6,267,78,20.28459008,137.6478247
11,21,10,12.5,319,135,27.21168248,151.0973292
11,21,11,13.7,374,176,31.5115796,166.5359926
11,21,12,13.7,530,163,32.57496857,183.151383
11,21,13,13.8,697,125,30.22536579,199.46769
11,21,14,14.6,707,104,24.83801168,214.1903218
11,21,15,14,616,87,17.09967093,226.8394443
11,21,16,13.9,441,59,7.696602994,237.620453
11,21,17,11,166,21,-2.829488417,247.0320207
11,21,18,10.7,0,1,-14.08474439,255.6411152
11,23,8,8.6,77,27,11.0367494,126.4070817
11,23,9,11.5,137,76,19.85168192,137.802909
11,23,10,11.9,159,109,26.75982431,151.1688213
11,23,11,13.9,166,127,31.05721401,166.4923273
11,23,12,14.4,288,126,32.14344886,182.9788592
11,23,13,14.7,428,125,29.84084648,199.1866477
11,23,14,15,463,129,24.51270655,213.8408625
11,23,15,14.1,476,102,16.83288516,226.4551687
11,23,16,13.9,353,62,7.480338594,237.2180488
11,23,17,10.4,131,21,-3.005690568,246.6138233
11,23,18,9.6,0,1,-14.2318173,255.1993734
11,25,8,1.1,207,32,10.64028707,126.5926792
11,25,9,3.4,509,69,19.43347097,137.9335128
11,25,10,5.5,655,91,26.32659248,151.2183128
11,25,11,9.4,729,102,30.62525353,166.4320275
11,25,12,10.2,757,107,31.73698807,182.7975195
11,25,13,10.5,753,106,29.48241627,198.9046678
11,25,14,12.7,701,101,24.21326965,213.4963867
11,25,15,13.1,582,90,16.59118888,226.0796736
11,25,16,12.9,405,61,7.288321419,236.8268541
11,25,17,10.7,152,21,-3.15829682,246.2086271
11,25,18,9.7,0,1,-14.35561545,254.7722742
11,27,8,6.3,0,0,10.25606326,126.7531063
11,27,9,6.3,1,16,19.03089803,138.0398937
11,27,10,6.4,1,32,25.91287839,151.2462794
11,27,11,6.3,0,38,30.21648383,166.3556879
11,27,12,6.1,0,35,31.35624632,182.607953
11,27,13,6.1,1,38,29.15061928,198.6223129
11,27,14,5.4,1,38,23.94013163,213.1574952
11,27,15,5.1,1,33,16.37488938,225.7136471
11,27,16,5.4,3,24,7.120726864,236.4476616
11,27,17,5.3,2,8,-3.287265369,245.8173435
11,27,18,5.7,0,0,-14.45622722,254.360882
11,29,8,-7.1,229,32,9.884988401,126.8884195
11,29,9,-5.2,559,72,18.64487636,138.122331
11,29,10,-5.2,713,96,25.51953971,151.253204
11,29,11,-3.7,788,109,29.8316549,166.263901
11,29,12,-2.9,811,116,31.00184826,182.4107489
11,29,13,-2.9,806,115,28.84596297,198.3401523
11,29,14,-1.8,766,106,23.69368393,212.8247966
11,29,15,-1.7,669,89,16.18425218,225.3577815
11,29,16,-1.7,486,59,6.977686614,236.0812614
11,29,17,-2.6,183,21,-3.392599703,245.4408724
11,29,18,-3,0,1,-14.53378806,253.9662385
