Source,Target,Edge_Type,Distance(m)
0,1,sun_to_pitchPt,500
0,2,sun_to_panel,461.649649
0,3,sun_to_panel,454.452045
0,4,sun_to_panel,446.330805
0,5,sun_to_panel,438.088572
0,6,sun_to_panel,430.242352
0,7,sun_to_panel,423.532457
0,8,sun_to_panel,418.603863
0,9,sun_to_panel,415.594308
0,10,sun_to_panel,414.232304
0,11,sun_to_panel,414.106139
0,12,sun_to_panel,413.904342
0,13,sun_to_panel,414.835837
0,14,sun_to_panel,416.833534
0,15,sun_to_panel,418.974818
0,16,sun_to_panel,422.971668
0,17,sun_to_panel,429.351992
0,18,sun_to_panel,437.93372
0,19,sun_to_panel,447.818557
0,20,sun_to_panel,457.546487
0,21,sun_to_panel,465.772549
0,22,sun_to_panel,472.033926
0,23,sun_to_panel,476.930485
0,24,sun_to_panel,481.593101
0,25,sun_to_panel,485.283864
0,26,sun_to_panel,493.775272
0,27,sun_to_panel,500.92891
0,28,sun_to_panel,508.666189
0,29,sun_to_panel,515.43073
0,30,sun_to_panel,519.886083
0,31,sun_to_panel,522.137384
0,32,sun_to_panel,522.831655
0,33,sun_to_panel,522.588127
0,34,sun_to_panel,522.135843
0,35,sun_to_panel,521.351422
0,36,sun_to_panel,520.048985
0,37,sun_to_panel,518.187435
0,38,sun_to_panel,515.041016
0,39,sun_to_panel,510.26225
0,40,sun_to_panel,500.867289
0,41,sun_to_panel,493.440434
0,42,sun_to_panel,486.775799
0,43,sun_to_panel,477.876737
0,44,sun_to_panel,469.491352
0,45,sun_to_panel,456.280822
0,46,sun_to_panel,447.933669
0,47,sun_to_panel,439.486389
0,48,sun_to_panel,431.038869
0,49,sun_to_panel,423.302624
0,50,sun_to_panel,417.001552
0,51,sun_to_panel,412.579422
0,52,sun_to_panel,410.02282
0,53,sun_to_panel,409.108865
0,54,sun_to_panel,409.384247
0,55,sun_to_panel,410.241597
0,56,sun_to_panel,411.260044
0,57,sun_to_panel,412.818657
0,58,sun_to_panel,415.959929
0,59,sun_to_panel,421.587972
0,60,sun_to_panel,429.699961
0,61,sun_to_panel,439.513997
0,62,sun_to_panel,449.818434
0,63,sun_to_panel,459.151282
0,64,sun_to_panel,466.541172
0,65,sun_to_panel,472.179881
0,66,sun_to_panel,477.04784
0,67,sun_to_panel,481.743912
0,68,sun_to_panel,489.434887
0,69,sun_to_panel,496.131388
0,70,sun_to_panel,503.966642
0,71,sun_to_panel,511.808908
0,72,sun_to_panel,518.10191
0,73,sun_to_panel,522.025677
0,74,sun_to_panel,523.872559
0,75,sun_to_panel,524.221889
0,76,sun_to_panel,523.730608
0,77,sun_to_panel,522.966223
0,78,sun_to_panel,522.081609
0,79,sun_to_panel,520.590257
0,80,sun_to_panel,517.872718
0,81,sun_to_panel,513.469583
0,82,sun_to_panel,501.989967
0,83,sun_to_panel,495.229106
0,84,sun_to_panel,490.321865
0,85,sun_to_panel,481.02985
0,86,sun_to_panel,472.060132
0,87,sun_to_panel,463.879504
0,88,sun_to_panel,457.091637
0,89,sun_to_panel,448.382881
0,90,sun_to_panel,439.510055
0,91,sun_to_panel,430.280369
0,92,sun_to_panel,421.371342
0,93,sun_to_panel,413.533657
0,94,sun_to_panel,407.437711
0,95,sun_to_panel,403.381231
0,96,sun_to_panel,401.338093
0,97,sun_to_panel,401.026978
0,98,sun_to_panel,401.754192
0,99,sun_to_panel,402.783652
0,100,sun_to_panel,403.954026
0,101,sun_to_panel,406.25876
0,102,sun_to_panel,411.01497
0,103,sun_to_panel,418.745182
0,104,sun_to_panel,428.827461
0,105,sun_to_panel,440.00565
0,106,sun_to_panel,450.771711
0,107,sun_to_panel,459.803165
0,108,sun_to_panel,466.657108
0,109,sun_to_panel,472.113333
0,110,sun_to_panel,477.142129
0,111,sun_to_panel,482.147552
0,112,sun_to_panel,490.788643
0,113,sun_to_panel,498.467654
0,114,sun_to_panel,509.960922
0,115,sun_to_panel,514.960936
0,116,sun_to_panel,521.046238
0,117,sun_to_panel,524.823311
0,118,sun_to_panel,526.459099
0,119,sun_to_panel,526.532489
0,120,sun_to_panel,525.858326
0,121,sun_to_panel,525.046849
0,122,sun_to_panel,523.844461
0,123,sun_to_panel,521.482657
0,124,sun_to_panel,517.287223
0,125,sun_to_panel,505.909171
0,126,sun_to_panel,498.932916
0,127,sun_to_panel,490.538545
0,128,sun_to_panel,483.972235
0,129,sun_to_panel,474.258131
0,130,sun_to_panel,465.212657
0,131,sun_to_panel,449.984369
0,132,sun_to_panel,440.391426
0,133,sun_to_panel,430.631858
0,134,sun_to_panel,420.807634
0,135,sun_to_panel,411.651346
0,136,sun_to_panel,403.912463
0,137,sun_to_panel,398.16029
0,138,sun_to_panel,394.625121
0,139,sun_to_panel,393.270199
0,140,sun_to_panel,393.574477
0,141,sun_to_panel,394.608318
0,142,sun_to_panel,395.679794
0,143,sun_to_panel,397.307403
0,144,sun_to_panel,400.983341
0,145,sun_to_panel,407.921649
0,146,sun_to_panel,417.874466
0,147,sun_to_panel,429.628149
0,148,sun_to_panel,441.603883
0,149,sun_to_panel,452.271738
0,150,sun_to_panel,460.662504
0,151,sun_to_panel,467.042333
0,152,sun_to_panel,472.4821
0,153,sun_to_panel,477.698118
0,154,sun_to_panel,483.255435
0,155,sun_to_panel,493.043467
0,156,sun_to_panel,501.673746
0,157,sun_to_panel,510.69831
0,158,sun_to_panel,518.683858
0,159,sun_to_panel,524.573237
0,160,sun_to_panel,528.033258
0,161,sun_to_panel,529.189101
0,162,sun_to_panel,528.883391
0,163,sun_to_panel,528.093251
0,164,sun_to_panel,527.133679
0,165,sun_to_panel,525.261544
0,166,sun_to_panel,521.544506
0,167,sun_to_panel,515.575275
0,168,sun_to_panel,503.386067
0,169,sun_to_panel,494.709945
0,170,sun_to_panel,487.761577
0,171,sun_to_panel,477.351749
0,172,sun_to_panel,467.438605
0,173,sun_to_panel,458.474563
0,174,sun_to_panel,452.249685
0,175,sun_to_panel,441.952482
0,176,sun_to_panel,431.897579
0,177,sun_to_panel,421.413764
0,178,sun_to_panel,411.191528
0,179,sun_to_panel,401.986428
0,180,sun_to_panel,394.507265
0,181,sun_to_panel,389.247396
0,182,sun_to_panel,386.421693
0,183,sun_to_panel,385.859853
0,184,sun_to_panel,386.67089
0,185,sun_to_panel,387.819288
0,186,sun_to_panel,389.051937
0,187,sun_to_panel,391.691901
0,188,sun_to_panel,397.454563
0,189,sun_to_panel,406.843672
0,190,sun_to_panel,418.827497
0,191,sun_to_panel,431.736531
0,192,sun_to_panel,443.899801
0,193,sun_to_panel,454.011768
0,194,sun_to_panel,461.671795
0,195,sun_to_panel,467.741777
0,196,sun_to_panel,473.290837
0,197,sun_to_panel,478.844232
0,198,sun_to_panel,487.884619
0,199,sun_to_panel,496.250043
0,200,sun_to_panel,505.715866
0,201,sun_to_panel,515.079468
0,202,sun_to_panel,522.982662
0,203,sun_to_panel,528.56353
0,204,sun_to_panel,531.401556
0,205,sun_to_panel,531.921616
0,206,sun_to_panel,531.287259
0,207,sun_to_panel,530.436384
0,208,sun_to_panel,529.043431
0,209,sun_to_panel,526.025284
0,210,sun_to_panel,520.544695
0,211,sun_to_panel,508.551258
0,212,sun_to_panel,499.667816
0,213,sun_to_panel,489.600236
0,214,sun_to_panel,481.339092
0,215,sun_to_panel,470.597055
0,216,sun_to_panel,460.660775
0,217,sun_to_panel,444.03649
0,218,sun_to_panel,433.898824
0,219,sun_to_panel,422.995275
0,220,sun_to_panel,411.963645
0,221,sun_to_panel,401.533373
0,222,sun_to_panel,392.451602
0,223,sun_to_panel,385.3825
0,224,sun_to_panel,380.79669
0,225,sun_to_panel,378.867716
0,226,sun_to_panel,379.062735
0,227,sun_to_panel,380.196117
0,228,sun_to_panel,381.356926
0,229,sun_to_panel,383.197564
0,230,sun_to_panel,387.594395
0,231,sun_to_panel,395.956421
0,232,sun_to_panel,407.732295
0,233,sun_to_panel,421.277397
0,234,sun_to_panel,434.72387
0,235,sun_to_panel,446.549497
0,236,sun_to_panel,455.817262
0,237,sun_to_panel,462.862259
0,238,sun_to_panel,468.838173
0,239,sun_to_panel,474.578944
0,240,sun_to_panel,480.740112
0,241,sun_to_panel,490.962091
0,242,sun_to_panel,500.39889
0,243,sun_to_panel,510.540066
0,244,sun_to_panel,520.091935
0,245,sun_to_panel,527.799177
0,246,sun_to_panel,532.780929
0,247,sun_to_panel,528.907588
0,248,sun_to_panel,528.907458
0,249,sun_to_panel,533.812609
0,250,sun_to_panel,532.767001
0,251,sun_to_panel,530.507551
0,252,sun_to_panel,525.828336
0,253,sun_to_panel,514.317302
0,254,sun_to_panel,505.362594
0,255,sun_to_panel,494.961868
0,256,sun_to_panel,483.85621
0,257,sun_to_panel,472.758116
0,258,sun_to_panel,463.809883
0,259,sun_to_panel,452.896005
0,260,sun_to_panel,446.42231
0,261,sun_to_panel,436.478208
0,262,sun_to_panel,425.37338
0,263,sun_to_panel,413.776664
0,264,sun_to_panel,402.374702
0,265,sun_to_panel,391.908971
0,266,sun_to_panel,383.103073
0,267,sun_to_panel,376.623631
0,268,sun_to_panel,372.928294
0,269,sun_to_panel,371.990334
0,270,sun_to_panel,372.78606
0,271,sun_to_panel,374.033108
0,272,sun_to_panel,375.415179
0,273,sun_to_panel,378.548883
0,274,sun_to_panel,385.455814
0,275,sun_to_panel,396.532962
0,276,sun_to_panel,410.334446
0,277,sun_to_panel,424.815384
0,278,sun_to_panel,438.21593
0,279,sun_to_panel,449.285024
0,280,sun_to_panel,457.670903
0,281,sun_to_panel,464.31172
0,282,sun_to_panel,470.369358
0,283,sun_to_panel,476.49021
0,284,sun_to_panel,483.555686
0,285,sun_to_panel,495.047265
0,286,sun_to_panel,505.441556
0,287,sun_to_panel,516.100081
0,288,sun_to_panel,525.689803
0,289,sun_to_panel,528.121181
0,290,sun_to_panel,531.65256
0,291,sun_to_panel,532.521607
0,292,sun_to_panel,532.049678
0,293,sun_to_panel,531.175624
0,294,sun_to_panel,534.857562
0,295,sun_to_panel,531.188825
0,296,sun_to_panel,524.481421
0,297,sun_to_panel,511.732104
0,298,sun_to_panel,501.108644
0,299,sun_to_panel,489.514979
0,300,sun_to_panel,477.680566
0,301,sun_to_panel,466.24634
0,302,sun_to_panel,455.741794
0,303,sun_to_panel,439.500251
0,304,sun_to_panel,428.390289
0,305,sun_to_panel,416.45259
0,306,sun_to_panel,404.324809
0,307,sun_to_panel,392.720862
0,308,sun_to_panel,382.371333
0,309,sun_to_panel,374.013241
0,310,sun_to_panel,368.341749
0,311,sun_to_panel,365.745053
0,312,sun_to_panel,365.728568
0,313,sun_to_panel,366.907042
0,314,sun_to_panel,368.189124
0,315,sun_to_panel,370.360582
0,316,sun_to_panel,375.61987
0,317,sun_to_panel,385.469191
0,318,sun_to_panel,399.031914
0,319,sun_to_panel,414.254574
0,320,sun_to_panel,429.0377
0,321,sun_to_panel,441.906958
0,322,sun_to_panel,451.973429
0,323,sun_to_panel,459.637667
0,324,sun_to_panel,466.130908
0,325,sun_to_panel,472.402953
0,326,sun_to_panel,479.190542
0,327,sun_to_panel,487.432502
0,328,sun_to_panel,497.395519
0,329,sun_to_panel,508.235032
0,330,sun_to_panel,518.749766
0,331,sun_to_panel,527.647138
0,332,sun_to_panel,533.554039
0,333,sun_to_panel,535.91351
0,334,sun_to_panel,536.041217
0,335,sun_to_panel,535.272658
0,336,sun_to_panel,534.18467
0,337,sun_to_panel,536.402718
0,338,sun_to_panel,530.784665
0,339,sun_to_panel,518.647105
0,340,sun_to_panel,507.990811
0,341,sun_to_panel,496.011395
0,342,sun_to_panel,483.537604
0,343,sun_to_panel,471.229955
0,344,sun_to_panel,459.653178
0,345,sun_to_panel,449.266924
0,346,sun_to_panel,442.769209
0,347,sun_to_panel,431.910467
