Source,Target,Edge_Type,Distance(m)
0,1,sun_to_pitchPt,500
0,2,sun_to_panel,449.386654
0,3,sun_to_panel,442.280452
0,4,sun_to_panel,435.281317
0,5,sun_to_panel,428.071178
0,6,sun_to_panel,421.820546
0,7,sun_to_panel,417.240942
0,8,sun_to_panel,414.84744
0,9,sun_to_panel,414.491445
0,10,sun_to_panel,415.587767
0,11,sun_to_panel,417.562517
0,12,sun_to_panel,419.204841
0,13,sun_to_panel,421.854228
0,14,sun_to_panel,425.553212
0,15,sun_to_panel,429.680904
0,16,sun_to_panel,436.088214
0,17,sun_to_panel,445.127117
0,18,sun_to_panel,456.069666
0,19,sun_to_panel,467.524293
0,20,sun_to_panel,478.065742
0,21,sun_to_panel,486.577063
0,22,sun_to_panel,492.812004
0,23,sun_to_panel,497.730246
0,24,sun_to_panel,502.149834
0,25,sun_to_panel,504.81812
0,26,sun_to_panel,513.814682
0,27,sun_to_panel,519.913965
0,28,sun_to_panel,526.020682
0,29,sun_to_panel,530.540603
0,30,sun_to_panel,532.323533
0,31,sun_to_panel,531.939043
0,32,sun_to_panel,530.413733
0,33,sun_to_panel,528.43172
0,34,sun_to_panel,526.568976
0,35,sun_to_panel,524.391941
0,36,sun_to_panel,521.556666
0,37,sun_to_panel,517.981843
0,38,sun_to_panel,512.869197
0,39,sun_to_panel,505.966611
0,40,sun_to_panel,495.350123
0,41,sun_to_panel,486.01585
0,42,sun_to_panel,476.849308
0,43,sun_to_panel,466.730369
0,44,sun_to_panel,457.56093
0,45,sun_to_panel,443.995292
0,46,sun_to_panel,436.949508
0,47,sun_to_panel,429.252621
0,48,sun_to_panel,422.121379
0,49,sun_to_panel,416.280311
0,50,sun_to_panel,412.383309
0,51,sun_to_panel,410.66474
0,52,sun_to_panel,410.753946
0,53,sun_to_panel,412.14563
0,54,sun_to_panel,414.35985
0,55,sun_to_panel,416.97238
0,56,sun_to_panel,419.733702
0,57,sun_to_panel,423.135832
0,58,sun_to_panel,428.442601
0,59,sun_to_panel,436.609635
0,60,sun_to_panel,447.231299
0,61,sun_to_panel,458.935934
0,62,sun_to_panel,470.339581
0,63,sun_to_panel,480.155996
0,64,sun_to_panel,487.6311
0,65,sun_to_panel,493.134652
0,66,sun_to_panel,497.776138
0,67,sun_to_panel,502.177077
0,68,sun_to_panel,510.394522
0,69,sun_to_panel,516.269812
0,70,sun_to_panel,522.742839
0,71,sun_to_panel,528.603244
0,72,sun_to_panel,532.340583
0,73,sun_to_panel,533.490532
0,74,sun_to_panel,532.821192
0,75,sun_to_panel,531.165868
0,76,sun_to_panel,529.076641
0,77,sun_to_panel,526.894462
0,78,sun_to_panel,524.565746
0,79,sun_to_panel,521.463722
0,80,sun_to_panel,516.881948
0,81,sun_to_panel,510.39373
0,82,sun_to_panel,498.207782
0,83,sun_to_panel,489.422368
0,84,sun_to_panel,481.234635
0,85,sun_to_panel,470.490972
0,86,sun_to_panel,460.483075
0,87,sun_to_panel,451.719637
0,88,sun_to_panel,444.778768
0,89,sun_to_panel,437.150216
0,90,sun_to_panel,428.799829
0,91,sun_to_panel,420.662236
0,92,sun_to_panel,413.447606
0,93,sun_to_panel,407.87752
0,94,sun_to_panel,404.49078
0,95,sun_to_panel,403.280746
0,96,sun_to_panel,403.850746
0,97,sun_to_panel,405.720378
0,98,sun_to_panel,408.325963
0,99,sun_to_panel,411.166174
0,100,sun_to_panel,414.177667
