Source,Target,Edge_Type,Distance(m)
0,1,sun_to_pitchPt,500
0,2,sun_to_panel,449.386654
0,3,sun_to_panel,442.280453
0,4,sun_to_panel,435.57448
0,5,sun_to_panel,428.521919
0,6,sun_to_panel,422.386021
0,7,sun_to_panel,417.815246
0,8,sun_to_panel,415.280628
0,9,sun_to_panel,414.726397
0,10,sun_to_panel,415.68509
0,11,sun_to_panel,417.596961
0,12,sun_to_panel,419.215635
0,13,sun_to_panel,421.861679
0,14,sun_to_panel,425.556877
0,15,sun_to_panel,429.680808
0,16,sun_to_panel,436.087761
0,17,sun_to_panel,445.127537
0,18,sun_to_panel,456.097781
0,19,sun_to_panel,467.69756
0,20,sun_to_panel,478.446345
0,21,sun_to_panel,487.162584
0,22,sun_to_panel,493.603763
0,23,sun_to_panel,498.518289
0,24,sun_to_panel,502.97268
0,25,sun_to_panel,506.926744
0,26,sun_to_panel,513.801618
0,27,sun_to_panel,519.914001
0,28,sun_to_panel,526.020701
0,29,sun_to_panel,530.54071
0,30,sun_to_panel,532.324144
0,31,sun_to_panel,531.939227
0,32,sun_to_panel,530.413761
0,33,sun_to_panel,528.431736
0,34,sun_to_panel,526.568976
0,35,sun_to_panel,524.391942
0,36,sun_to_panel,521.556669
0,37,sun_to_panel,517.981861
0,38,sun_to_panel,512.869232
0,39,sun_to_panel,505.966639
0,40,sun_to_panel,496.238188
0,41,sun_to_panel,486.456989
0,42,sun_to_panel,476.849308
0,43,sun_to_panel,466.730369
0,44,sun_to_panel,457.56093
0,45,sun_to_panel,443.995292
0,46,sun_to_panel,437.287894
0,47,sun_to_panel,429.843974
0,48,sun_to_panel,422.937975
0,49,sun_to_panel,417.207947
0,50,sun_to_panel,413.214813
0,51,sun_to_panel,411.20556
0,52,sun_to_panel,411.013311
0,53,sun_to_panel,412.241378
0,54,sun_to_panel,414.391379
0,55,sun_to_panel,416.986863
0,56,sun_to_panel,419.742544
0,57,sun_to_panel,423.136209
0,58,sun_to_panel,428.44405
0,59,sun_to_panel,436.613601
0,60,sun_to_panel,447.254391
0,61,sun_to_panel,459.106583
0,62,sun_to_panel,470.808145
0,63,sun_to_panel,480.956311
0,64,sun_to_panel,488.757315
0,65,sun_to_panel,494.564145
0,66,sun_to_panel,499.320967
0,67,sun_to_panel,503.906573
0,68,sun_to_panel,510.394523
0,69,sun_to_panel,516.269813
0,70,sun_to_panel,522.742841
0,71,sun_to_panel,528.603265
0,72,sun_to_panel,532.344903
0,73,sun_to_panel,533.494439
0,74,sun_to_panel,532.822638
0,75,sun_to_panel,531.16613
0,76,sun_to_panel,529.07665
0,77,sun_to_panel,526.894463
0,78,sun_to_panel,524.565777
0,79,sun_to_panel,521.463977
0,80,sun_to_panel,516.882523
0,81,sun_to_panel,510.394227
0,82,sun_to_panel,500.088666
0,83,sun_to_panel,490.428948
0,84,sun_to_panel,481.234639
0,85,sun_to_panel,470.490972
0,86,sun_to_panel,460.483075
0,87,sun_to_panel,451.719637
0,88,sun_to_panel,444.778768
0,89,sun_to_panel,437.347876
0,90,sun_to_panel,429.212267
0,91,sun_to_panel,421.288664
0,92,sun_to_panel,414.225075
0,93,sun_to_panel,408.670192
0,94,sun_to_panel,405.113706
0,95,sun_to_panel,403.642628
0,96,sun_to_panel,404.004108
0,97,sun_to_panel,405.766022
0,98,sun_to_panel,408.337451
0,99,sun_to_panel,411.172017
0,100,sun_to_panel,414.177653
